business_id,polarity
6GczIaxfVePcP1ztujRisw,3.42659635
cC2U-mBeWYOYfvt662aGYA,3.477818005
oz882XuZCxajKo64Opgq_Q,3.458125444
C2-TNtNc___1tkYAmPgmWQ,3.535228683
H61GvE_VbTXtQbEgTPLchg,3.570176024
Yw1vQd5U5GB6ZPqn2buhBg,3.687221961
9O5wLi4lUoa5GRP5BaAuVQ,3.362756707
J1uidHIL7nE_noUuvFXj0A,3.538132524
rbGjumv1jiCJ6FN3rPpciA,3.337516239
9JtY3GKP0QJhYzsEzFugOg,3.428975699
HxegWRjhi7m73mXRI8qQIg,3.535627962
vQNe7TD_QDpGtGbkaAqi8Q,3.543381062
ItZXR8qp_WC_v9zuSQGS9w,3.577590759
A5A8dP2q7_j1_jmKDjDz6w,3.460656452
owsPscBGzgmWYIPohLau1g,3.638832678
PyGYLQJnAoDihL0C32KMHA,3.478800045
AA3s5dGi0fQCwBZnhFb2eQ,3.370334683
EA10YCkaxzRoCEOB38xv1Q,3.550087777
bOkLeien1ra8x-7R9E8iYQ,3.374129548
oR3lbTfdCsHGwrvrBpw3gw,3.552032562
9hTI2_9upvC5JI0oju1PtQ,3.312851935
tirBpLAxEAfcLMUkXrZ5TQ,3.292465715
ibPGkJt4VaKLFY9NijDxEg,3.479229647
VFvCFOYtyK9ae4Skxvf3vA,3.504162654
Sxr9FykZWGK3QL_odHzTaA,3.785693459
CFrh9TCTG4uBZ1BeC7Bgpg,3.385699203
YCasSG_q_DdhWR6H1nhJ9A,3.452243636
BCFDatZ72MzHNqcJI4yy-w,3.192481675
sPd-zQtPSARMw1vx131v1w,3.329637763
_ZlE_ZW6JM1av0NaT_YLQQ,3.693085439
vSDaI7j5peZnSrefkpCWvg,3.294241716
5HMXgD_gui5n0Tc_hadesg,3.571954462
FmryxQP9gJR-0VIr9yFgsQ,3.410866025
SI0R_Fw7kFc_2bO_SX2rqw,3.385641509
6fF-nAA2AWTPYF2vlOzqtg,3.506441754
4UjU7F_EX3lgUtkzN8Bbrw,3.454408808
uSM_sCp22BJWeatTDl6ODA,3.511026597
gz8aXeMOCSjJ4k1WOjgg-g,3.461214432
a_VHb1Z9M-1_kML6XOE8pw,3.616838612
QFEEm3joTWU5ZF4suCuRPQ,3.549091549
dSxO3WBYqd_jJl7xbN_DbQ,3.568685574
I4TsMod2uKwI1ftm0fd2hQ,3.597526362
2AORsy2N2kbFX91EXm10Qg,3.526641341
rrk2huGFrvxUhjr_EpDLcA,3.495936031
ErVhEB-tMXLx76pcSVdksw,3.475778356
PLuitJs0KkdjVE8wVlTZ_A,3.364257121
MjpH-uP90jTUp_KqAOiBJg,3.590485103
ulUnZmW8lg9_7xV-w-T3yg,3.654893318
nryy6TL33W4ODPV2pXQPWw,3.41340616
u0V8PEMTDSoD7Ub8jVKuwg,3.50108767
J4Oln2xg4LR9_jbRuQNYjQ,3.370942504
p3QUmEM3oz4KITABtNAfYw,3.570731481
D8-ssK_8w1WBajKCXUG5Uw,3.579102653
ol14S7A8OOGVRMg9yZB_BA,3.183430746
6zTRjqPzcvg6bC8QQu34hQ,3.588127304
4cBkeb-JRtUvHowlSzQaug,3.4375284
xmsOG5MKEeUhwbgQCYka4A,3.224220722
r39ZmG-Qp9QgS_uhuuQPrQ,3.736301315
trO1LOYVscfLy_7e1seVUA,3.375415356
mxjVk5rvPNhzYe_vt3OSQA,3.570556573
jvnuFNDtIxVDBrm2wIOiRA,3.418654319
tDPO_D0tjoWUOzqgRUcDkA,3.398516942
kVI7NL59MPnYTx3Lg6PMTw,3.457212082
EEqLYUEqgIwp-rA2Kr53rA,3.474140153
2XoPo7BcS4AQQAnsYp5Jhg,3.696905937
A-fOfbIhq6tGIXCQrUv23Q,3.276706289
e4I5c4Ld-tFnRM3OokYdeQ,3.014488016
4O5NwQcF8qvo3-1TuLLRJA,3.479216145
yTamoMnnejzTlq5Lo6yMJQ,3.367173228
ZAV8c9iGKV8zWHxOpTxdYQ,3.55020979
XDv29FffNd2dWnDOtZP-wg,3.365403623
_g-wR8XPsjAn06mYvzgF-g,3.604391568
sSgiI_GFDQ6lC1fwOO1n5A,3.49453258
5fAhoG03Qy99lI0v7jGFYg,3.702864764
arnbjQR2n0-6-iqdBB_gHw,3.519676547
txYzBvaMdxK9cGIOdPIjag,3.398566042
geqpfK2WO6uHJCDpNofURA,3.553676642
ods77_L7AjlkvGqR79ndzQ,3.203281569
BrYLrD5JNe2pKvz7Pqldrw,3.452714799
jhbc4IHFDdxqY7qd1zpAIw,3.48523037
MC7FoR8K8CZ9vp33QlNaqA,3.318255393
BJXadWOLyGXzly7Iqx4W_g,3.687039179
ZjizmUFYq7NP8N-FAbtzFw,3.479762677
WQOPFS8EarM5tUMwNcQF4g,3.537467334
d9INZdRybrmFJYhMM_ZrqA,3.528339803
G4enu8vxbQk4h_2Cd3TEgA,3.297606369
lBdrdc1QYaz6DCSYdQGfBw,3.556332984
Sgm85LgzOGfcImy5jc9ijQ,3.444533638
QF_XZtqJqyyaUjNop7uS_A,3.578965885
hAIGEvUXroF7oswXCD6yww,3.539929841
Yf1es-trm_zKungOxOkz-A,3.630616194
1eLvYJrKnnudxIXi3Fhscw,3.453179053
HQ7xmBggI_Ff0TCON6wv2w,3.468412272
fTSKD2e4FTyUbHCl93t1ow,3.417584955
N6usNa3_rcYOb8NQ7-Wq3A,3.282705421
h6b_e9Umiau5osfScdR4Ww,3.270757772
ICxLyPASkEYsKG49J1uZOw,3.265357538
YBvgJa8hAgapWO6VyxmSGg,3.300860378
JdWplSS3RfBFamm4FshtcA,3.457942874
EHBDrF-AIIyA_6fV4aNFpg,3.567948653
2v0-gBcXethuNFT6rMGiRw,3.552332259
P6u9VBwU20tkfEKIlmrOTA,3.378225922
ET3yyVqJ9_k2U8p66Fj1LQ,3.375385784
5co-B0RqAHFBNOoKOTeHyQ,3.580157518
lt1ug5EbtOKY2WagY62U3g,3.515701853
JZOwGxrg_fg4tdyglqCIWg,3.363034142
BV_WDHq9SLi6enVuH3kgbQ,3.482423498
OWn386x_QGNiuyWfHqYb5w,3.173683437
ek-ajUNok1fL7ipPLR5Rog,3.254730068
29_JRRkEwThqMMD0b3SiXg,3.50891199
nqKL5PbJbwwoCK_Xon31kA,3.516658413
T3c8HTgo49BOkYyMT6Hqvg,3.644788086
VkV9tfARXGzUjqmRdze_WA,3.396487686
igO5wbUsQPl_qKGnFD7SEA,3.440272454
JlYXayTaBzxqvRrYbr-lBw,3.727468582
CIuNre-2JhMOZLkaLeBtRA,3.413613372
M0fRUDEo9mbnZFXhvshlFw,3.323384068
yKvlRknp1Feues1rG-aJlg,3.20063871
24k-L2B_NV5_gVSCXqkDYQ,3.334867049
R40JzBT7jrPVbXCr6zmLWw,3.212560631
nZUFVUaat9GiJuhgSoLGfA,3.433770038
rprCkl8bCe_rA9Yj92hHOQ,3.355567549
rxlk8I5k1W1LoRjWK1mVww,3.628838509
dYezyZvEPYK0HRmgPxc5Ng,3.436561937
ynF99WDWAz3KS2vPOZoq9Q,3.087741664
RCu6rMEuzYobGOSVws40fQ,3.255548585
bxy3khT-2R66tcdKjFa2pw,3.586951433
#NAME?,3.503021161
bf9RVPn5IRVgFoXZq4k7gQ,3.388090748
sNLtlspv8bQgZ0ovJFWyuQ,3.662814514
DIRXMPneSiHoOani8QnI3A,3.226080221
M9NbVuV9rItlUyiarHaGZA,3.520990599
cuFnppYt1KYfiiCtSaZX6g,3.490210698
4Vral-7vqnY_K7qPipu5zQ,3.395267387
itOs1rPS8j8sakiwsl1PEw,3.549732067
Vd4aepl7CMBYWsZ97iRFtg,3.391003751
0AOdsO0aRRRlwxH_MGeoWg,3.50179512
IJ3_k1RWijwKiVJhlYVjeQ,3.479921789
rXxC_ZH58EItO3m5PASzEA,3.632975687
p0mUCqwj65QGY8hReWg7Rg,3.609422973
5jl8H2jqtErIHgOCyFRKxA,3.503005755
9tEBtu2x3LZFB5eSJebh7g,3.609277058
1VqftFBUMdktbt2MX5JUNQ,3.548519719
NXHW9lTvBYNuf-mWsu8eTg,3.632377897
7200x8GYzQSeBzuiv3_4BA,3.565213556
nCP-u3x5a6TKhJ1odHmkbQ,3.194876611
_p53vrNvW47kNZvRzTQL8A,3.477181247
BXlYwqIWf8m7qk1RFMKCeQ,3.396644531
buTr0hMiyDbjQvFJgm-Eew,3.477561653
5kegZHJdcscpSfc5AB_Ccw,3.50687953
Ssrzo7wq5FMKac-Th1wljA,3.41728461
hZOYhhNMP_yiR7QJT4qawg,3.541514856
0KZ-7H9eK9HnxfNJdem5ZA,3.269478965
E0t0tdMS_hhE9CjXyrzehQ,3.209792143
5gJ54ZorEYdQK7TAD7Yz7g,3.565112146
meznC0oLcwFAeD_3AIyLRw,3.483563816
AyUGGeNJfRjmH44oUaqmQQ,3.482478372
mZh4fZUoxiQobYEVDq4I4A,3.470320311
OtDbf2sYiLVtDYOFVnU3gA,3.331731322
TF56t7oVHky0nU8iyGr8gw,3.357412865
Vq6VFZg0b9HKAfrEG2-vEg,3.451274684
FY6FpTdiHaU0eb1cxHh_VA,3.530326765
GsLR5-jx8Sp3dngJro4zOg,3.471164094
9lfndCYryaRMpc9uOoP9GQ,3.568971052
6b3r7zfWPufrv874rKicrQ,3.148278725
7bYE2n75faWu_OjzxD0l0w,3.46607428
Z6zAW5KYUbOqlv1pa63STw,3.265108777
vVF-M6yj3uUljHFZ_WXeiw,3.605109911
mcCLckXtGlbvjZhdvnWqng,3.409151131
TVNkW6-qI68P0971olXhKg,3.075738088
yigIhEu7Qd2rnQgpeAbI1A,3.010833193
GbVy5YuA3u7ITlcZ2gNRKQ,3.473500652
9Bt9MMtmjPB6IykEMrFB7A,3.427098742
AGKnQ1PvkTwSjv6DtQpEIg,3.434759991
m9pfBlAWk1dSKgchyhkC0A,3.435434113
v-OEtDOpGWvleZ3U0VoqBw,2.828671272
YOzva5nTtkQhyPrHErGn7Q,3.497868013
8I2CBbVJnWS8w8OfkexE8g,3.627404552
XGusB0YAc4dvaiE8-5dM4A,3.678399038
8--tWZ3ovFCwT9Fs5Mjvbw,3.58028837
W0Lmpe7yIVercq9ouNzrxA,3.491748437
gRlXA6mV2UOITTb-3xXYUg,3.571444497
nC7jjDPdHwtinKSXpOHpNw,3.036402909
2BRxMXJPk7Pm7aVvWaC6IA,3.229678524
wv314cvTXt7-0dr0SpCQAw,3.128713637
8LVXjMxo1f7Yk9_qggWZRw,3.376005947
ffiIzVoguD98ZCE414qc2Q,3.26898172
tPY0JQVfAVEvVeDauJKEHg,3.61378376
CM-Jo7yIdyOu4_i6jqlueQ,3.08194557
hMjBwf8z-OdV6mIDU3r9Dg,2.630481377
SGCyt7yM6ge2Ejz4WjC-aQ,3.354385453
zeqEqgEmTY3c7HkJmHrw2g,3.323629139
z3ZbjTs3wF_LjRamPAP04Q,3.273604338
DRKOhssw42v5OaILLvECxg,3.104531199
5A2Da_Lr0eYFBiR8fLnTxA,3.42984569
T5niihad41oRCFvgodYqtQ,3.449817759
BrrNozk77jTHo-IewAq8eg,3.408337502
SeCCwykRJ7Y7S5Qok4px2w,3.585474944
t7nSk_D0X8vZDSJi0Xnh2A,3.529299454
T7sLk9nYbPwz8o0-N4e3vQ,3.480886923
xhEuWiybFbzlEK92cAVAHA,3.347992781
6dB2_doBzgx3SGkgyMA96g,3.458940733
cktiYA2-OtNT7iKLkOE0kA,3.638862516
ja4gsoC-ivYISGQ3sHDWPg,3.449690637
QAbqOn5VhO4k15_wfSQdvg,3.499519641
EUlbbR4Z2QkYdnrJQb04YA,3.388285768
_hkHeU2cBH9fzthIdxhuxA,3.368412113
PtjiKtL7NSLLkeB85DRpaA,3.389625984
J3Xb6uihPkZOKe4wNmYGFQ,3.657601723
A-xLw4u4wYusT1A2N-1Vxw,3.386640006
mP1EdIafQKMuOm9O4PzAfA,3.672745157
6_J9UPIx5i_uhvq3CorwQg,3.468777903
EpHB3Lj42SmAKPVP4GOE7Q,3.518260664
O0dujTET71iNknXA9Kbwfw,3.497602493
twu6pjjgBCoJ62uXbjJdlQ,3.475550739
XgwuAwl2yLDF5hv611NKLA,3.377503566
Goxa2_7dOZo6z8SqSy-F1w,3.642067764
ekH1kNKsEFS-yNhP5U433g,3.61535941
68p1rT55DCCaB5rIi7Jwng,3.488980917
PrHQEQ5Eh81ecXTeN-Hedg,3.331444625
N78TSwxdXeYZaKZsyvkryA,3.389654256
Ji0hgf935ebziRflD1kd8g,3.280257631
uYkSc23dxokN4IuvpIyhXA,3.427493705
5uZx5WCcS2Pr0oO-zkLGAw,2.690788145
rQ8NMRJfhTTV77gFoVYHyA,3.604887224
BO4Usu_YSE7jlmchGMeVcw,3.332282602
AG1ETqbneinRRJUeA8PfSA,3.63608897
yXVgVKV-Ek_tE9EZXMVTEQ,3.362694191
RD4PEyR7ChLJs9NIsToAoQ,3.62762577
eZcy-jmMJyYurpAi4xRVvA,3.532603824
ypXUr_4z-xyjmOPcA-3aOg,3.145206788
oYpQs22iUr68hSiTh7pMRA,3.571384533
gZh5eXZNngigUfsL_GJYoA,3.370167857
MgAG54IJeQvT3BQoSNwWBw,3.218607777
JO1aGVtB0TYtunc4Km_-Dg,3.583174163
vsEZ7pn2k9ITuAKPCjMlCA,3.342387124
eunDJzt-UmkHNyqQ13h5Uw,3.341800006
QRDtDgJpXEZ8uWOgAd--fQ,3.300151215
3ME_CSB1bo4F0QMhQRUeOA,3.429309406
R7BLdmInOLwKh6bpfuB-Pg,3.614811646
U1xRbuGPwn7xAW9-b_CiEQ,3.365326226
boZUWfUMLaWHdhIV2ZPJtw,3.524562962
BOzdu1Rv8ootQpnSBdhrng,3.559378249
cTH0dJBQ2rDkpVnkR7y77A,3.501275687
5-yfhwOIkUhvDE_O9E0EjQ,3.52201638
8mlbrG6stc1qYZH8jUfVSA,3.142938285
CAfckfjLcWHOaDRcQNInZQ,3.704547713
zArlgUeONfj1hVa_oEscQA,3.302122638
j1WPxYKT3Qyt1PohcQfNtg,3.582239824
I2DIg6ZRkA1PNCf5zWeAFw,3.557882339
esAz3yZVkUADxKpE92mFGQ,3.378477423
3l0supK24iwVT_T0hgt1fw,3.608728181
aqNd1SaHTNGATIOy24sYxQ,3.532283605
1VeOj6f36qag7iScjjL8-w,3.341381344
J4UsOYwRprbJXIVB_NcldQ,3.445967935
1JHyHC_guUaVwTi3m4Vu5g,3.524737373
Ew2XNcZErIGL53h07yjH8w,3.433952373
Z3lgc-YvQf80JOOV0NNI4A,3.279500313
vGoabDANGR9uaDRzWijqCg,3.457079577
i-irYF0w0vwNI2U02QKQpw,3.515387502
Zg90qJF9EvASbqEARi3bZA,3.462210324
QojbDiFn82H_9M4anKO3NA,3.440741441
dz3W_NZx2LkvZVd6UxUvDQ,3.399464358
l7_-Ce9L_gAi5GDGgGzxZQ,3.085627688
wJV1Y0oeuEOo5RoC0OM_sQ,3.451966498
unE4t2dqs-05zXZmGxlawA,3.484378183
au32y5Bj3yLxY3V0ikIN1Q,3.216685983
mL-iVogwzxQ2Ynso3nv-tQ,3.458614553
bqePo8WHxdz6rvRekLKBsQ,3.48158529
sWOdpSyvSf5jFKO78yJFlQ,3.476041936
HD6vJpEczZapuhgiQtvmJQ,3.36467202
xCsysGKXfzmL155Eq-qkNw,3.328849846
xY6MCYdKz339KxII-_ekFA,3.511489434
6H313b3O6gTULpR7fV2FsQ,3.551374256
FfB-AB3TrVhsf2xdK7sFBg,3.510017356
YHf6M85vhPdN8yd_zapE0Q,3.260570212
F3z0P9d7qVpw3D-lCq5dRQ,3.391442675
7RO7xuE6FguVbkDK8v0mnw,3.194356272
QXxHZ753Fx6XsuoLAUOwRw,3.485273876
TkDCGt8cM7y-zu1Kncuy1Q,3.405927948
ugdFeSbaH43p8Baiox97mw,3.569680956
TjjbmJCiJULe9XWzisxjFQ,3.446891385
xoYHXN7aTMAFB5flzIT-ag,3.597952399
cjes0snrWY5LhSumtIFZug,3.2740793
V0rGM46G0x2cy9RfUt1qPQ,3.33944855
5aIfAZCVQQ2b39eNytPHgw,3.557542446
_A6fj7b4qwnmcEEOYOu5vw,3.351610021
czsrWGmQRDwP0tBidbW-iQ,3.29955045
-6jyyOsWGQIX32FBg0FFIQ,3.327380368
mlUbNTKVrPc4UbesjY7mbQ,3.428524755
rdS7hBBeukiX4Led9OT8sg,3.400505075
T_cJhEK3oAVLis5JKaaVGA,3.24164114
bAQrzuHzAugjaTxq6qwwKw,3.531869972
3GAYrC3z_XaNP2k8qJP-lg,3.444799237
e54WzrGWxuQBlABMCfM3DQ,3.429881894
EZE83wD3-bfCKvvbY020Rw,3.315239139
atQc4wWwEuAxPdgtEldEKQ,3.466960261
Cq6UWA8Zvymxa2AI7OliZg,3.527257604
8xNY-EwTl6j1Wp4XcBZg8Q,3.459136232
SVNkzkyiEnozlhyEvehLdg,3.642953437
XlWK-xQOb5fc_Job4e59JA,3.561489835
muTE9wbaYTO-gJzu8app0Q,2.72004831
pl2Shvm176zKY9IIEeeFYQ,3.511251021
YMwzbodNWxRxhY1Wz5gE1A,3.484368425
loRoCo53b30zgHZ_mIMatQ,3.507135458
JpnTfmWmeo0YQEEFdam_MQ,3.441880747
0tdHX6YfOI_BkC3fsz3Inw,3.490029658
JOwaEHbrMGOPXHeQ4Iijdw,3.523613787
JyvZRVWCxkgoDpAtQh21UQ,3.435347386
pw1GOdx54tJClcUvHB7kvA,3.539737009
BbE-ZOe12fGrVd8NiA7MZQ,3.23898398
ecqjHw3jeEApa9eZ622hAA,3.751496859
Na82-d0fbHN5lMqr4LJsrA,3.277814868
mxk0UbRuG2kIgo5U4AyUyQ,3.451205117
OMF9EFdNGGL14cn7x4nk4g,3.651678387
Qc0akHiBVtrCB-4pZphDsg,3.314346486
eOheCkA6Tbjpqmme8vQGWA,3.18687394
6NHxF7M3VLD-SxbYMZvQPw,3.567087964
H8_TO5vw4R9zsZOZy9CxfQ,3.268970303
OhyT_zHzwLrpG9DW5Chg_A,3.410732376
_wXEpTWmYuHTibYHNWHtSw,3.56396425
YWSsD10TzzqE1htRG9fQKw,3.140861776
wKXITlygKj6_z43VikVIHg,3.050756705
LtJVSLSocrP2BK8YOl7bJQ,3.4662906
QljZxXLUjk4JJbJSIhSftQ,3.427747964
ENCkRJI7lC_Gwyjkb94Mew,3.427266576
a6UAzxPgS3A7rj7ANpvWAQ,3.24453624
fD9EopsUWvimsi4eaS7uMA,3.487558041
GzlroXsuFyMDv8qS2VM3kw,3.594242105
bU5tVs6IoXDeplQDl1QADw,3.603657809
Rp976b1NTI_U-ONHKDA8yg,3.439188935
yFexu7VAvozTZW6dWRYb0A,3.268331718
8ZK7650dh4U-H8RWw0UROg,3.430446314
FU-jrr_-O6eHt9DbLE0C5g,3.442628383
zhBB-72ki_HUCrwj_BcQsQ,3.457497772
Yd9vg2PYi1ZGyaSiMgroiw,3.442678122
pVJfXUOnJcNchRlnldfSzw,3.327333128
rNG3e9CvVkrkibzTfUkh1g,3.308113295
qltv0gTM_T2KMj-xTX7Xgg,3.512956708
IBhOnZudvxqoiY8lGYk94w,2.939196672
AGKkIEjBOKbMTnH8VPgD_Q,3.575934085
f49-SXAS59ghmrGhVabInA,3.568641487
tYXW83I613qp9BfsoGHImw,3.26149276
E7I-KRNsDLqCidLlaDVXDw,3.488655499
OxobKchEqJU2BZi6qc0QBA,3.455733939
i6tYcwgNzFN76rd6aUO37g,3.546631176
x2XYAMo3tW3DjPawi4pGdg,3.442007245
g1A8_6azF0k-tG54s3PfKw,3.544675702
3fgpLKoDYpS3B1P57rv2vg,3.587453146
MYuqzv-jQLBUP0vIppAkGw,3.521540256
hrk7-9gLWl6Q5SbOyIC3lg,3.490615733
kWtNTElfL8wZQpaTs6CPlQ,3.225256601
q9s0qz4VdwwLhcRiMIyZjw,3.613418029
qUy1Ud5ZVc0GKZ5MUzzB1w,3.582503285
hdH1zkYvK8YwqDGZEUdAfQ,3.643829578
Or1equYHL3Kr71L-D-QjoA,3.150544052
WOW_tl5HC1l-n30Km4qPFw,3.448385688
seMaQ-_ZxBHzOdAHaiogMA,3.367367832
IJQdAZSEFPw1uonlaz77QQ,3.088204394
0EiJh5yw75hgNozbt5LnXA,3.505611674
OzHvw4etyTwI-3b86iJHUg,3.189779407
J7m28VjVUehO2vNGq8vkuQ,3.458177897
L-Stk9lkVfPSFQlrFukCwA,3.327370154
jkEG9ZbTCq_qvrjBcBnSVw,3.576126673
RJfovzPhmdt-pYHnFboM8w,3.52786049
jxeU5r1tUjE-sQBppcsrVQ,3.608343047
FyuAaPKIIJH03sgtFRRuig,3.567527598
yWG3JLNsqEkU1Y8wj7IooA,3.46336009
eXmwOusJjdj-n9vy0wlgLw,3.227914941
D2KkLuRUIK_Q_wGTIQkYJQ,3.50674221
1v_htWzNQLyhhNG4ibMt5Q,3.488946671
OhtqW04iYgE8SjWPlPfeDA,3.462251024
IKdGrMfGsrpsQ_dPPjJttg,3.473544084
wceKzO5rDtnNqULJnUeRaA,3.125072513
EWM13xQy-0H2O46d80GBnw,3.350331694
wOsTAvCIVjB-fPQBJepMQg,3.350502512
RyuuT5RYKdUbijHN9zLu9g,3.410377358
6W_WPCkwltdfLIFf1ICq8A,3.298167291
u0da-dsmTHSQY7x8XoAAYw,3.369512121
cXFJioBlj552T5XcKIRozQ,3.618687207
jTeDtV6JHLsDqUJKXVsD5g,3.149834519
pUkA9p0M5LP-xXHldDNIkA,3.242531761
0sZ7ObzXZ5KM82g7Q7awqA,3.547968843
HNY4r-VnJq9JlnQQfdnyZQ,3.507945702
lCUDJs7wKtb7BltiLRphWQ,3.356125694
c_zJ4-P-WFC7QxxcQnu3fQ,3.489844755
vxFo_DgKJ7CyhX6C3uu0oA,3.323592154
puzWX3N4Lpgd-1fjbZMPzA,3.58001065
NDanT0jE1Zgt9806N49miA,3.458366756
oKdSBe2-DRC4nxxrT1l3jg,3.45263842
MwHuac8qwK-gnq7gdssUSw,3.619009059
k9ibtniel68y1Jms8tPv0Q,3.451293803
SePBWdCXNNOocFJL4iMHEA,2.858860793
SqxZZ3GY-vKQnWj1PIserw,3.472562902
4k_wbk7GppLxBhfga3Fdjw,3.383148446
RglByn_7YcOYPK_NAQbr1g,3.385105225
UzH80T9gPtY4poJEyMC2oQ,3.611203954
mvB_Z5NbYPLRvUNPt3v06w,3.188342338
Qlbxl-hi2VsFJ6-pZXZbXQ,3.443132261
x80bi4pYRSD5LxsY86JNsA,3.423731634
Twl0z_0h_JvJDKS2lxPjVA,3.502905199
XFykgL-jVwhaiq4w1LtyEA,3.079989994
b2NFzGVrWnYUyd4uEU2kYQ,3.268786546
9554BElDKlrK2s_xH30oVA,3.52328108
1erJRx3dzASdDpcvJo41yA,3.443077023
cQUaUM1vq7QiOVuxE-GFqw,3.51909034
0c8NZgbg1Q0vwXMPZTUlvA,3.262098929
96RV4GvZdPahV-brg3hnOQ,3.513273955
yiBgXKSpgWwlBiTDSoxZuw,3.425227352
lCMN0raxlHnBFDoLgkz4sw,3.625847792
d6VLOHtN035hHLrGaF2-pQ,3.544601836
p9gpvMA0vQUcsVFuhbHEAA,2.8887217
OC2bWcsJqhBHKowi8smMgw,3.228303765
W1LBnY3-DNNS9w3Vrvdw8w,3.279582739
qthkmspyL4cvODhzwVLGlA,3.145591369
Cu-NCDIVyy1IUgTdG0mXNQ,3.49503223
Jcd4I-X0_o-mE-Qnkp3GZA,3.382389608
c319_3VSm9DyYwhkLXrunA,3.338760123
3xN6Z7wvmGWBnkMjWaQNMA,3.293709685
7jVSn9rutFq33pYLJZFpgQ,3.481264563
gVetIbpzhgPZ7eaJ5KHb7g,3.364936011
6NxkhZIPAiVGmtKkGHpsqA,3.252994722
QAUJtsfLDcMJcoUbNAilLA,3.572146613
N_dSuYTenyybj0khXvaqTw,3.384935326
5OBXDr_-BMq4Mif-AyuSYA,3.56519849
MqwX809n5Gcg30s9ZBpA-A,3.784448571
U2BIpwYElsqUiVfX2uw_8A,3.37962593
CVvIU9OIhfBYBm0wHKi6-Q,3.63645229
CZXrdxJsQtrSS41A7IVDWQ,3.246927948
eNk05xdapvviSnPkvJAgHw,3.117898733
BcB_uad4eNwEexFNGhllDg,3.291758552
csV_k-p1P7dne789kVMZkg,3.590539279
V7EfFkNWGjSCZyyMP1yzVA,3.250828151
NTduNrzztKAcZtg9wEET9w,3.214465363
A7DLDlOilcKBD4xFY24QJA,3.43075256
WcifFM_LDBX0TARocLU0Pg,3.158713485
uuF01IctydTx3rFFWkqfVw,3.460133924
K8QUHdD1q4cmP3S8fYVYog,3.257446671
4066OFcruVBGe5KsDSP6fg,3.397336979
vPXrpTMN3Z4IjcX4ZbrlJQ,3.462135698
AY8IGKMt6wnGH02Ek3Z0Rg,3.594714326
gQTFbOmyYOteDr7cXmjcWg,3.193147604
4BI9DzCFFuj2K9eWpDk61A,3.257667905
X80-BmhbrNZX86ZQ9xCo5A,2.816075282
gHqqhP1k-vmrRopjwx_1Vw,3.486169984
NE7h2eCXPy36xpSTUUQkHg,3.472448584
EwFdA1bvaiUi_WQqdFeIiw,3.770991862
kOAw7z-GdwZOdcMja2PeBg,3.443327993
DbwbOeat2lCqFIjmZQeZDA,3.553703316
ktDy_arJjYDZK6N6N6F94A,3.439626822
PksxwovRlFgOVTKf2ssItQ,3.199677218
mZHPvRE_eGMAGgtLVv3M8w,3.194544821
TKOjIpdUAvN5WGSto-urrQ,3.652680715
LMtFiMmdT1XgY2QBomIJPQ,3.081591827
iDcT8noFyv1sEVzzEWq1ow,3.371417762
Ju-1iuaZeD9UwWYPIq7Iyw,3.4321123
1QPYqBtpxKNSaIvA2il4yg,3.543973948
W-QxoNZBAcR9bau90RQUig,3.523028754
Y8iayBBtHsYZibpQLv8Erw,3.675306223
Y_jNcdy-6yKWPSfOGbrVlA,3.410531054
