business_id,name,address,state,postal_code,stars,city,categories
tpsY5DYBchv4lcTahXPzvA,Early Harvest Diner,25 Broadway St,MA,01880,4.0,WAKEFIELD,American
cGXqeQXG57mEspf2Jt3Qdg,Lakeside Tavern,595 North Ave,MA,01880,4.0,WAKEFIELD,American
221DD8lmg2noV4rY45melA,Grumpy Doyle's,530 Main St,MA,02139,3.0,READING,American
otMyD6zRhGcvPTZD_azwRA,The Green Tomato Kitchen,42 High St,MA,01867,4.5,READING,American
yWG3JLNsqEkU1Y8wj7IooA,Kennedy's Public House,434 Boston Providence Tpke,MA,02062,3.5,NORWOOD,American
dSxO3WBYqd_jJl7xbN_DbQ,To Beirut,15 Cottage St E,MA,02062,4.5,NORWOOD,American
lfwFQhobTp1ijq7pxfD3pQ,Buffalo's Pizza and Subs,"884 Washington St, Ste G",MA,02062,4.0,NORWOOD,American
Jl2qKl6UoSc1oQwINwUmPA,Victoria's Cafe,655 Washington St,MA,02062,4.0,NORWOOD,American
SP3zLhJWYGs_mSX-sw5Jhg,Broadway Pizza and Grill,75 Cottage St E,MA,02062,4.5,NORWOOD,American
UL_SGUZVcu9vsRtdcULFKw,Mick Morgan's Norwood,434 Providence Hwy,MA,02062,3.0,NORWOOD,American
W41CdasYHKsPZE7yBp58ug,Crushed Peppers Pizza and Grill,"20 Broadway, Ste 2",MA,02062,4.0,NORWOOD,American
6OurECoWo6T1Pmo7NMLasQ,Conrad's Restaurant,728 Washington St,MA,02062,3.5,NORWOOD,American
bJ4ZxlPBZfVpwTQRDhmNMg,Boston Market,111 Lenox Street,MA,02062,3.0,NORWOOD,American
bf9RVPn5IRVgFoXZq4k7gQ,Bugaboo Creek,850 Providence Hwy,MA,02026,3.0,DEDHAM,American
6zsbJkMyFXSYQ8LH2xLMyQ,Krayzee Horse,1112 Washington St,MA,02062,2.5,NORWOOD,American
FjF0LCvCqP6JzGGuC6Hwdg,As Good As It Gets Cafe,1210 Providence Hwy,MA,02062,5.0,NORWOOD,American
dblIypwXrIs2Yjm_q4q31Q,Sunrise Breakfast,528 Washington St,MA,02062,4.0,NORWOOD,American
3rg3Z6pDwywzWCLwUsWEeg,IHOP,1378 Boston Providence Hwy,MA,02062,2.5,NORWOOD,American
JXBDZ6jBHG3emoZT_jUxOA,Friendly's,1469 Providence Hwy,MA,02062,2.5,NORWOOD,American
cuaaHhtkZyXNrnM3wYhlMQ,Giorgio's Pizza,641 Washington St,MA,02062,3.5,NORWOOD,American
sutA1wv0VcSTs8BrpAzJYw,Emmets of Norwood,434 Providence Hwy,MA,02062,3.5,NORWOOD,American
wvOk4AB-1hf0-xRW1arZGg,One Bistro,1125 Boston Providence Tpike,MA,02062,4.0,NORWOOD,American
8SaK3STSgyY5CvElCZGi0Q,Lewis' Bar & Grill,92 Central St,MA,02062,4.0,NORWOOD,American
eXmwOusJjdj-n9vy0wlgLw,IHOP,260 Providence Hwy,MA,02026,2.5,DEDHAM,American
qIw4KHXTPseJUnIYy38uGg,TGI Fridays,750 Providence Hwy,MA,02026,2.0,DEDHAM,American
kQCy153WEnGfnBQGtuCJTA,Studio 3,670 Legacy Pl,MA,02026,2.0,DEDHAM,American
kt2mUzQEBX5oYngareeyQA,Rosetta's Italian Restaurant,521 Washington St,MA,02021,4.0,CANTON,American
9-E_XaNdSRLgtMspXmxSVA,T&B Pub,521 Washington St,MA,02021,4.5,CANTON,American
Alv271j8xFj70asoiSEfcA,Blue Hills Grille,2790 Washington St,MA,02021,3.5,CANTON,American
hu1OJwouo1MTF9k2-y9chw,The Chubby Chickpea,588 Washington St,MA,02021,3.5,CANTON,American
t1vd_bB0gyetnE62oeB3eA,Waterfall Bar & Grille,643 Washington St,MA,02021,3.5,CANTON,American
uKndkBND5x-vTnQ4XmsiOQ,Anthony's Restaurant,105 Canal St,MA,02148,3.5,MALDEN,American
2UJHKs6FOLaDenw_wNecGg,District 7,139 Pleasant St,MA,02148,4.0,MALDEN,American
1tBoEv3CA1v92XGLssnuOA,Honey Fitz Irish Pub,142 Pleasant St,MA,02148,3.5,MALDEN,American
LLwOpT24KNzyQO48jtlgxw,Dockside Restaurant at Riverview,270 Medford St,MA,02148,2.5,MALDEN,American
nipPyLOmKkZGRpSP6Dztig,The Luxury Boxx Sportsbar,665 Broadway,MA,02148,3.5,MALDEN,American
hTCYOda907TUyhnduZEO5Q,Boston Market,159 Ctr St,MA,02148,3.0,MALDEN,American
0XKo5W95nfF-C7YfGBbSeQ,Converse Restaurant,430 Main St,MA,02148,3.5,MALDEN,American
gWgIufntNGWVyfo5qcWdhg,Henry's Patio,80 Broadway,MA,02148,4.0,MALDEN,American
8OfURoswWE4qB-tUocLL7w,Santoro's,310 Main St,MA,02148,3.5,MALDEN,American
Z3WZNIRucamuQCghpOvxpQ,Big A Sub,282 Highland Ave,MA,02148,3.0,MALDEN,American
lZXGZmdn5CY91iQ9S_qCWw,C.F. McCarthy’s,614 Washington St,MA,02021,4.0,CANTON,American
Rv7vWdvF_QLvdaj0Jf448w,Suffolk Grille,2790 Washington St,MA,02021,3.0,CANTON,American
Okz6OLHMVGUdpuhzglXIaQ,Canton Junction Sports Pub,399 Neponset St,MA,02021,3.0,CANTON,American
h8ttHOcaKD08k1UbcfumYg,Queen Anne Sub Parlour,930 Turnpike St,MA,02021,4.5,CANTON,American
O-rrKieU47NbyXkLYjNEnA,Playoffs Sports Bar And Grille,512 Middlesex Tpke,MA,01821,2.5,BILLERICA,American
udg-Oy6Mx_NKFmoi_wtcJA,Steve’s Pinehurst Tavern,786 Boston Rd,MA,01821,3.5,BILLERICA,American
sN2G7DGRc_whgIcZf7FHdA,Putterham Grille,1012 W Roxbury Pkwy,MA,02467,4.0,CHESTNUT HILL,American
wITbeprsnf9wt1CYHIf4Dw,The Capital Grille,250 Boylston St,MA,02467,4.0,CHESTNUT HILL,American
P2KePSuptssKftBkbQPtFw,La Rotisserie,17 Boylston St,MA,02467,3.5,CHESTNUT HILL,American
s8FCH_-8eJ9x5kZ4-MXsIg,The Cheesecake Factory,199 Boylston St,MA,02467,3.0,CHESTNUT HILL,American
mLd8J8zdfqOVSiARDwtYsw,Shake Shack,49 Boylston St,MA,02467,3.0,CHESTNUT HILL,American
I1tOpCFUGDGHj6pLtRlu3g,Pearl Street Station Restaurant,53 Summer St,MA,02148,3.5,MALDEN,American
2ckyQbxXX02KtSbdnflYFg,Charley's,199 Boyleston St,MA,02467,2.5,CHESTNUT HILL,American
YJ0kB_6phK_Gr375dn-05g,Panera Bread,"220 Boylston St, Ste 1",MA,02467,3.0,CHESTNUT HILL,American
DBdthJiOdU6PnJzjdVGzQQ,Big D's Neponset Cafe,497 Washington St,MA,02021,4.0,CANTON,American
CSp5CL6Rx8jVIJ-FmHC8Kw,Cornerstone Grill & Bar,95 Washington St,MA,02021,1.5,CANTON,American
q8Sjya7Vx7BA3-a0GpmcoA,Halfway Cafe,95 Washington St,MA,02021,2.5,CANTON,American
3lQM_-8wOrZOcQNoVY3k3Q,99 Restaurants,362 Turnpike St,MA,02021,2.5,CANTON,American
YAzHNX7phCDJ9WGS9Qneug,Amber Road Cafe,635 Washington St,MA,02021,4.0,CANTON,American
x8m5ETVXEWcmczDEMEquFw,Center Field's Bar & Grill,614 Washington St,MA,02021,2.5,CANTON,American
Mj9P_ON9YPDmFV4GJXYYYA,Seasons 52,220 Boylston St,MA,02467,3.5,CHESTNUT HILL,American
wWnCSjzGWGsRIpmzY7xwZg,Greatest Breakfast & Lunch,25 Broadway St,MA,01880,3.0,WAKEFIELD,American
6u7FvY3pKHx5YNIiUFVYPg,Fizz Ed'z,142 Pleasant St,MA,02148,3.0,MALDEN,American
M2czs98naPGRIVNkHDOLDg,John Brewer's Tavern,7 Highland Ave,MA,02148,3.5,MALDEN,American
6yrjZhxhE-XmSutZKXeV0g,The Village Manor,427 Sprague St,MA,02026,3.5,DEDHAM,American
LSdQ20x7H0sJEADYUNrvaw,Victory Grille,233 Elm St,MA,02026,3.5,DEDHAM,American
THuMYBoy4QTlyvsj_z8NWA,Legacy Place,680 Legacy Pl,MA,02026,4.0,DEDHAM,American
FzTsaXquv6b6Gi12K8lXIg,The Met Bar and Grill,400 Legacy Pl,MA,02026,3.0,DEDHAM,American
85b1cJytOR0XB8wrBVHKGA,50's Diner,47 Legacy Blvd,MA,02026,3.5,DEDHAM,American
oNTyVdgdq2gS28BWu53maQ,B.GOOD,708 Legacy Pl,MA,02026,3.0,DEDHAM,American
17DpDDmBPqnn900-9DG6lQ,Fisherman's Restaurant,870 East St,MA,02026,3.5,DEDHAM,American
eYyPfkGirhJ61PXsF25n1A,Summer Shack,850 Providence Hwy,MA,02026,3.0,DEDHAM,American
VgzIAHSFf5-duRl8POKfkw,Chili's,930 Providence Hwy,MA,02026,2.0,DEDHAM,American
qeRm2eJ2R7QBqVLNZeQTsA,Courthouse Cafe,591 High St,MA,02026,3.5,DEDHAM,American
ZsHo_B-vyVDq-NHBT0aJ5w,McGolf,150 Bridge St Rt 109,MA,02026,4.0,DEDHAM,American
Fs0TBSzJmybCMCDwFIJHZA,Hooters,850 Providence Hwy,MA,02026,2.5,DEDHAM,American
40s46PJmmfHLPCpS2YVqmQ,Shake Shack,226 Legacy Pl,MA,02026,3.0,DEDHAM,American
WvMGAs50h7RJkjy13bj9pQ,Brother's Roast Beef,356 Bridge St,MA,02026,3.0,DEDHAM,American
aNMoeGt3ulCJ6eLlyyjyZg,Kings Dining & Entertainment - Dedham,600 Legacy Pl,MA,02026,3.0,DEDHAM,American
SRCpBVqcqoMdyJcJ8qJd8A,Oscar's,380 Washington St,MA,02026,3.5,DEDHAM,American
sf21ttvbJ-fXV27v9YVg6A,Uno Pizzeria & Grill,270 Providence Highway,MA,02026,2.5,DEDHAM,American
Ha14TNOp-9Deawus_V-69g,Horse Thieves Tavern,585 High St,MA,02026,4.0,DEDHAM,American
O5xYbUoKZCamsbq2pJOnBQ,High Street Cafe,591 High St,MA,02026,3.0,DEDHAM,American
XJHkVOuIbj5Oe9HI-7ufIA,C.G.K.,906 Eastern Ave,MA,02148,3.5,MALDEN,American
3caiS8grhvJs6vW8ujUakw,Applebee's Neighborhood Grill & Bar,95 Middlesex St,MA,02148,2.5,MALDEN,American
tSYxIloFnxf3H1UUI-FJWg,Dockside Restaurant,229 Center St,MA,02148,2.5,MALDEN,American
RxZLVv_KyE-Vr6t0KSyF9A,Papa's Bar & Grille,210 Highland Ave,MA,02148,3.0,MALDEN,American
CvQF7p0Hw3LWPIcEx_CdGw,Omega Pizza,232 S Main St,MA,01949,3.5,MIDDLETON,American
g9LA3at2wf6PVKb-IqcbPw,Rock's Tavern,119 S Main St,MA,01949,3.0,MIDDLETON,American
yECjKkEkrNH0zTPBUafjYw,Maggies Farm,189 S Main St,MA,01949,3.5,MIDDLETON,American
I2udynhc_j7UPc4ZN6HvLw,Ferry Street Food & Drink,118 Ferry St,MA,02148,4.5,MALDEN,American
SnQykCeFNMLx9n_CfQRUgw,Freddys,214 S Main St,MA,01949,3.5,MIDDLETON,American
Ib_Gce1dRSpvRBJ28nRefg,Teresa's Italian Eatery,149 S Main St,MA,01949,3.0,MIDDLETON,American
DTe7hqP_STQ29QHQibZIYA,Main Street Grille,245 S Main St,MA,01949,2.5,MIDDLETON,American
8ZZcsR7IMuLE75CyqKVVqQ,Dailey's Restaurant & Pub,245 S Main St,MA,01949,2.5,MIDDLETON,American
xdRNkYwBW0SdULrUgNYp5Q,Rizzo's Pizzeria & Grille,81 N Main St,MA,01949,3.5,MIDDLETON,American
QTcAzZL07l_8n_E2GUsQ0w,McGolf Cafe & Creamery,150 Bridge St,MA,02026,3.5,DEDHAM,American
dguuYTVO42NAEYUNVh714w,The New Deli After Dark,545 High St,MA,02026,3.5,DEDHAM,American
jISD9TeLpnWOwVxAUafaJA,Yard House,200 Legacy Pl,MA,02026,3.5,DEDHAM,American
u8-TEhuqg5pAoJX58N9_qQ,Sol Bean Juice Bar and Kitchen,221 S Main St,MA,01949,3.5,MIDDLETON,American
-8UEMO1vJSyC4LE5F783Xw,G'seppe's Steakhouse & Italian Grill,279 Boston Rd,MA,01862,3.5,BILLERICA,American
5e6WR8rvHjsOuFkUSZtKHw,Brothers Deli Restaurant,404 Main St,MA,01880,4.5,WAKEFIELD,American
XHE0nHI1k8zmJVW7Ls_lVg,Subway,384 Main St,MA,01880,2.0,WAKEFIELD,American
kD6jWtl9FI6yd_5OR6M9gA,Burger King,197 Main Street,MA,02180,2.0,STONEHAM,American
M3XAcPY2hBJLS8Nvx28mCw,Baja Fresh,113 Main St,MA,02180,4.0,STONEHAM,American
W1CISuFVfNCVFe5Tyqxg8A,Subway,"200B Main St, Ste B",MA,02180,3.0,STONEHAM,American
S9zZ4WPW9Z8aWmxKco9T9w,Five Guys,67 Main St,MA,02180,3.0,STONEHAM,American
bscu-SBCoSyOCsPYloCyhg,Chacho's Pizza & Subs,1502 Tremont St,MA,02120,4.0,ROXBURY,American
TRl6gC51LgG-_44TGmt7jw,QDOBA Mexican Eats,"165 Needham St, Ste N211",MA,02461,2.5,NEWTON,American
R9s-OJfhHnyL6lkmmmzaqg,McDonald's,43 Main St,MA,01864,2.0,NORTH READING,American
6JD3looWldt_PodbXKQJRQ,Subway,"4 Lowell Rd, Unit 7",MA,01864,2.0,NORTH READING,American
02-AiawYXexkfBCF140F9A,Neck Run Cafe,105 Ocean Ave,MA,01945,3.5,MARBLEHEAD,American
_RHSeZe_v7qFHM_M40jk1w,Crown Fried Chicken,17 N Main St,MA,02322,2.5,AVON,American
33m9KXgCfJcFy4PR4zB53w,Subway,5 Stockwell Dr,MA,02322,3.5,AVON,American
dwJIpVdYHFVnVTcJ2OuMNw,Liberty Pizza of Cochituate,116 Main St,MA,01778,3.0,WAYLAND,American
TRG6_zrOrKQo7LPrjx_xgA,Dairy Queen,1138 N Main St,MA,02301,3.5,BROCKTON,American
SFuQjFNmsvhSxzVb-K3lug,McDonald's,334 N Pearl St,MA,02301,1.0,BROCKTON,American
FRwf9SuEI_4qQs5HBniA-w,Wendy's,660 Oak Street,MA,02301,1.5,BROCKTON,American
j1skO9PnjiE9vjNRYnG-ig,Aaron's Taco Cart'el,8 Central St,MA,02180,4.5,STONEHAM,American
5uZx5WCcS2Pr0oO-zkLGAw,KFC,875 N Montello St,MA,02301,1.5,BROCKTON,American
MMBc4BelkWCZjMLpDIRd4Q,No 1 Restaurant,914 Morton St,MA,02126,3.0,MATTAPAN,American
J6hBhyS8VDNLiyxAailQcA,Burger King,280 West Broadway Street,MA,02127,2.0,BOSTON,American
KOXi-uBVU7vzjVghYcpb-Q,Lazy Dog Sports Bar,328A Broadway,MA,01904,4.5,LYNN,American
bFHKnTus193TK8PqP61mCw,Tony's Pub & Grill,196 Franklin St,MA,01904,4.0,LYNN,American
EmLRxaS3das2zWMk-bdJjQ,Ken's Kickin Chicken,252 Maple St,MA,01904,4.0,LYNN,American
PUvMqwfCuK12w9DQ0hyUaw,Justine's Table,978 Worcester St,MA,02482,2.0,WELLESLEY,American
i3nxQzaCusfvXefgwDVIDw,Smith & Wollensky,583 Washington St,MA,02482,3.5,WELLESLEY,American
FN-HupMxWh6lwfvn9Iu2_A,Bobby's,11 Washington St,MA,02481,2.5,WELLESLEY,American
Fp76GnjIpzKJQgtM5kvDnA,California Pizza Kitchen at Linden Square,183 Linden St,MA,02482,2.5,WELLESLEY,American
GVmcKu-F13wf1r-UX5rVGg,Wendy's,52 Main Street,MA,01864,2.5,NORTH READING,American
NQ9nOHxlE5ePDXx6pzJ7BQ,Subway,711-723 Sommerville Ave,MA,02143,3.0,SOMERVILLE,American
koFJwNzXs9KgNGDeTC6LRg,Jersey Mike's Subs,471-W Central St,MA,02038,4.0,FRANKLIN,American
TIiDH2swho84uJT809cwRw,McDonald's,715 Bridge St,MA,02191,2.0,WEYMOUTH,American
nH0oHxJ8B8kmy5KjHnrpCA,JAK PIZZERIA,50 Maverick Sq,MA,02128,4.0,BOSTON,American
TN1wjxqNT6Ht75jmcgnOxg,Newton Center Town Pizza,845 Beacon St,MA,02459,3.0,NEWTON,American
k6Q3gluuTExfNr46JV6qGw,KO Catering and Pies,87 A St,MA,02127,4.5,BOSTON,American
hdeL9crTFI65atA09pg2Vg,Subway,"11 W Broadway, Unit 03",MA,02127,2.0,BOSTON,American
DasewFObDn2BZDoPwMUvKA,Burger King,885 Cummins Hwy,MA,02126,2.0,MATTAPAN,American
RxGBp18ENMgW6TCa08Hygg,McDonald's,908 N Montello St,MA,02301,2.0,BROCKTON,American
Gv0nXtaiI8eFvnfVbHuO4A,Burger King,1333 Hingham Street,MA,02370,2.5,ROCKLAND,American
cD8NdnThSzYbNR66gYKbfQ,Subway,570 Broadway,MA,02151,2.0,REVERE,American
JPQDKBaTSt1boaEVoRZFQQ,McDonald's,595 Main St,MA,02081,2.0,WALPOLE,American
jLbCIZ6fJCbNaXmVa7BoMQ,Five Guys,104 Providence Hwy,MA,02032,3.5,WALPOLE,American
ekVFQ-Sza5ujc8y6wJmcdw,Indie-Go,685 Main St,MA,02081,3.5,WALPOLE,American
rp6oRGZeYjV6YVzBw1mCqQ,D'Angelo,1345 Hyde Park Ave,MA,02136,2.5,HYDE PARK,American
cmFiHSqFxjkkjkstriDxCQ,McDonald's,1312 Hyde Park Ave,MA,02136,2.0,HYDE PARK,American
E3q8_m2_wEKsjKIRD4aqCQ,McDonald's,1018 Revere Beach Pkwy,MA,02150,2.0,CHELSEA,American
UUNun3eB8nSxbE3MlyGr8A,McDonald's,170 Revere Beach Pkwy,MA,02150,2.0,CHELSEA,American
zzcdycb7S42VnnZkwE4yNA,Burger King,150 Everett Ave,MA,02150,2.0,CHELSEA,American
w1p4gOiC34igvzocamIx5g,McDonald's,472 Broadway,MA,02150,3.0,CHELSEA,American
ZFnOs8-JYFasF-RGc53gqQ,Five Guys,158 Everett Ave,MA,02150,3.0,CHELSEA,American
m0jkbQ8uvm5YY7cBvRZ9aA,Pollo Campero,115 Park St,MA,02150,3.5,CHELSEA,American
dNbym91dvahCyoQVTK8Vqg,Cedar Cafe,9 Grove St,MA,02061,4.5,NORWELL,American
PHruNwRZ_RmLi4uruU5OPQ,KFC,11 Washington St,MA,02061,2.5,NORWELL,American
t0WkTB_e2Zp2SmEe-mAyrw,McDonald's,57 Washington St,MA,02061,2.0,NORWELL,American
byl76yAUwjowx0x2vD98vg,Taco Bell,48 Washington St,MA,02061,2.5,NORWELL,American
CyIGz3GtNQAnJUKXQFGdnQ,Panda Express,106 Boston Providence Hwy,MA,02032,3.0,WALPOLE,American
mVkleKlvkNyhiK794Numxw,Wendy's,312 Boston Rd,MA,01862,2.5,BILLERICA,American
q9s0qz4VdwwLhcRiMIyZjw,Bedford House Of Roast Beef,328 Great Rd,MA,01730,4.5,BEDFORD,American
zOmwOIBPkCsQiB5h0jzTig,Subway,"158E Great Rd, Unit E",MA,01730,2.5,BEDFORD,American
0NlHPRdzsHwfL-FgMG0zHA,McDonald's,339 Squire Rd,MA,02151,3.0,REVERE,American
vsrEnnFDnIZLWzxh23dHeg,McDonald's,126 Squire Rd,MA,02151,2.5,REVERE,American
93sLjdp1QaQFWS7kPmBhaA,La Metapaneca Grill,63 Revere Beach Blvd,MA,02151,4.5,REVERE,American
UL3pLl9rbxhULaXv0EE0KA,Wendy's,39 Squire Road,MA,02151,1.5,REVERE,American
BphSeiKX1DidZJJvMiCerQ,Taco Bell,339 Squire Road,MA,02151,2.5,REVERE,American
mgSV8cU3ALdM_NJW981I4A,Wendy's,42 Furlong Drive,MA,02151,1.5,REVERE,American
SCaZAkaJfxv0vMrRz3C3JQ,McDonald's,690 Marrett Rd,MA,02421,2.0,LEXINGTON,American
gOHJswZrdJUiPjjWubTk3w,John's Roast Beef,111 Western Ave,MA,01904,3.0,LYNN,American
u3t5EHy4GtqrbvfPdKGpqQ,Prime Pizza & Subs,321 Marrett Rd,MA,02421,3.0,LEXINGTON,American
zeqEqgEmTY3c7HkJmHrw2g,Nick's Place,197 Massachusetts Ave,MA,02420,3.5,LEXINGTON,American
mrZhl6xpPiNkiUFyL3Jn1Q,Kennedy Fried Chicken,2360 Washington St,MA,02119,4.0,ROXBURY,American
A1rZx01boe7sSaKdSjTPow,Popeyes Louisiana Kitchen,330 Martin Luther King Blvd,MA,02119,2.5,ROXBURY,American
r1mx6M3JLY3zusCeGkpmTw,McDonald's,301 Warren St,MA,02119,1.5,ROXBURY,American
hMjBwf8z-OdV6mIDU3r9Dg,McDonald's,3064 Washington St,MA,02119,1.0,ROXBURY,American
g6mlwTxavyFWJfT8ccCpBg,McDonald's,346 Great Rd,MA,01730,3.0,BEDFORD,American
i7tb3bqd-JXlhTNiPsNO5g,Chipotle Mexican Grill,301 Great Rd,MA,01730,2.5,BEDFORD,American
-a_YUMUKcN9ymj3gQeNUzw,QDOBA Mexican Eats,46 Bedford St,MA,02420,2.5,LEXINGTON,American
IEO8uz0kCURrYBeBcdGB-g,April's Pub & Grill,41 Buffum St,MA,01902,4.5,LYNN,American
AVF5ilmoYA2MmmFeT9ENoA,Lynn House of Roast Beef,16 Market Sq,MA,01905,2.0,LYNN,American
6NU7jqZbzBsmt4j89wh9GA,Dock 125,125 Lynnfield St,MA,01904,4.0,LYNN,American
